新系统供应商编码,_month,下单金额,prev3_mean,spike_ratio
V1506106,2017-05,14380.0,4070.0,3.533169533169533
V1612023,2017-08,7897.61,2235.403333333333,3.5329686961786164
V1410001,2016-04,235480.0,66700.0,3.5304347826086957
V1506099,2017-11,4838.0,1371.0,3.528811086797958
V1408221,2017-08,6810.0,1931.6666666666667,3.525452976704055
V1407269,2017-03,19400.0,5503.333333333333,3.525136281041793
V1607007,2016-08,99428.0,28207.0,3.5249406175771973
V1506086,2016-12,9103.2,2583.133333333333,3.5240921877822804
V1507350,2017-05,166650.0,47365.0,3.518420774833738
V1506086,2016-07,40551.5,11530.633333333333,3.5168493202165827
V1408420,2016-04,12492.24,3556.346666666667,3.51266093294242
V1609004,2016-11,14769.0,4206.0,3.511412268188302
V1601031,2016-11,432260.75,123669.53333333333,3.495288923221726
V1601013,2017-07,1678.9,480.6666666666667,3.492857142857143
V1707009,2018-01,142641.5,40881.70000000001,3.4891283875181305
V1408443,2017-06,20496.0,5883.333333333333,3.4837393767705382
V1412005,2017-09,11025.0,3167.5,3.4806629834254146
V1507276,2016-07,40595.0,11669.166666666666,3.478825965864458
V1601005,2017-09,13901.015,3996.3333333333335,3.478442322128618
V1706029,2018-01,22129.0,6364.666666666667,3.476851366921546
V1409045,2016-04,24691.4,7114.466666666667,3.4705904401360606
V1410012,2016-03,75687.46,21847.5,3.4643533585078385
V1508047,2016-04,22771.2,6585.433333333333,3.4578134569732186
V1607003,2016-12,43037.0,12455.4,3.455288469258314
V1409065,2016-02,11032.0,3195.0,3.4528951486697967
V1408143,2016-03,6037.0,1750.4,3.448925959780621
V1407513,2016-05,29583.5,8583.8,3.4464339802884507
V1412006,2017-04,795240.0,230994.7333333333,3.442675893620663
V1708026,2017-10,56683.0,16470.0,3.441590771098968
V1510002,2016-02,6306.1,1835.6,3.4354434517324037
V1507272,2016-07,119445.31,34810.06,3.4313445595899577
V1509018,2017-05,319149.0,93207.09333333332,3.4240848908208994
V1506129,2016-09,9420.0,2760.0,3.4130434782608696
V1409125,2017-11,40213.3,11792.833333333334,3.4099778113826194
V1407337,2016-05,9460.0,2776.6666666666665,3.406962785114046
V1407450,2017-04,88267.725,25918.399999999998,3.4056008472745236
V1611007,2017-01,73100.0,21500.0,3.4
V1605041,2016-12,9544.4,2812.2000000000003,3.3939264632671926
V1507263,2017-06,141456.68,41728.97,3.389891483063205
V1407182,2016-03,17315.61,5108.185,3.3897773866843113
V1409116,2016-06,50889.0,15026.433333333334,3.38663200182789
V1606008,2016-12,13313.56,3934.713333333333,3.3836162566692702
V1605010,2017-04,412615.0,121958.33333333333,3.3832456440041
V1407819,2016-03,280106.0,82801.0,3.382881849253028
V1407837,2016-12,1382949.22,408886.41,3.382233271093554
V1501046,2017-03,24300.0,7200.0,3.375
V1408382,2016-09,6185.0,1834.0833333333333,3.372256804034713
V1407267,2016-08,49440.0,14669.0,3.3703728952212146
V1409088,2016-02,66688.7,19788.2,3.3701246197228647
V1409082,2017-06,5047.0,1503.3333333333333,3.357206208425721
V1409015,2017-09,1349547.482,402555.15666666644,3.3524535946200418
V1505063,2016-11,6706.0,2001.0,3.3513243378310844
V1408447,2017-02,5029.5,1506.6643333333334,3.338168886544736
V1508017,2016-11,2740.0,822.2466666666666,3.3323333630621796
V1407564,2016-02,23821.45,7149.25,3.3320208413469947
V1506123,2017-11,39012.0,11723.263333333334,3.327742360702182
V1509018,2016-12,523074.84,157225.25999999998,3.3269134997773264
V1407816,2016-12,14448.0,4348.666666666667,3.3223976697838418
V1506102,2017-12,3820.0,1150.0,3.3217391304347825
V1407598,2017-12,29901.3,9004.85,3.3205772444849164
V1408061,2016-03,11070.0,3335.0,3.3193403298350823
V1407823,2017-03,22292.0,6719.666666666667,3.3174264596458154
V1407728,2016-03,3084.0,930.0,3.3161290322580643
V1411025,2017-11,7941.81,2397.4519999999998,3.312604381651854
V1407477,2016-04,11047.0,3335.0,3.3124437781109446
V1512002,2016-07,75059.5,22682.0,3.309209946212856
V1506129,2016-03,5160.0,1560.0,3.3076923076923075
V1506092,2016-02,1085875.06,328407.64,3.306485378963778
V1407267,2016-07,27405.0,8301.0,3.301409468738706
V1506001,2017-08,61180.0,18538.666666666668,3.3001294591484465
V1408192,2017-03,30913.65,9376.113333333335,3.297064455278911
V1505033,2016-08,45237.6,13728.0,3.29527972027972
V1408447,2017-12,6899.0,2093.6666666666665,3.295175927400096
V1407818,2016-12,1458390.0,443343.3333333333,3.289527303895401
V1509055,2016-12,39003.0,11876.666666666666,3.2840022452989057
V1601003,2017-02,16082.9,4905.266666666666,3.278700444420283
V1509043,2017-06,143264.005,43718.256333333346,3.2769835079348115
V1408441,2017-12,30476.1,9325.0,3.2682144772117963
V1408444,2016-03,53804.15,16547.325,3.2515315919642602
V1407717,2016-11,21510.0,6618.0,3.2502266545784226
V1608023,2016-09,7108.05,2187.0,3.250137174211248
V1705014,2017-12,875482.12,269766.3133333333,3.2453352280431758
V1407819,2016-09,307276.0,94812.5,3.2408806855636123
V1408069,2017-05,1579267.0,487378.10000000003,3.2403323005280704
V1407835,2016-11,344057.0,106186.33333333333,3.2401250631751104
V1511015,2017-04,26727.5,8256.800000000001,3.237028873171204
V1407307,2016-12,7761.0,2398.0,3.2364470391993327
V1410013,2016-03,113799.5,35208.5,3.2321598477640343
V1508036,2016-03,25242.7434,7812.665,3.2310029164184053
V1506120,2017-07,167783.9,51954.96666666667,3.229410213588819
V1603036,2016-07,33401.4,10357.74,3.2247768335563554
V1507150,2016-12,11740.0,3644.6666666666665,3.221145052130968
V1408445,2017-06,11858.55,3689.1666666666665,3.2144251185904675
V1408098,2016-02,21731.0,6767.4,3.211129828294471
V1409125,2016-08,50327.65,15691.366666666667,3.20734650264158
V1407712,2016-04,15979.06,4989.8533333333335,3.202310555554071
V1411018,2016-03,23070.0,7210.0,3.1997226074895977
V1601012,2016-05,168168.0,52579.2,3.1983750228227135
V1601013,2017-12,2245.4,703.8333333333334,3.1902439024390246
V1410001,2016-03,122960.0,38570.0,3.18796992481203
V1605011,2017-12,534895.8,168160.52666666664,3.1808642051906046
V1508022,2016-03,16509.73,5199.35,3.1753449950474577
V1408382,2016-11,19513.1,6170.416666666667,3.1623634276453503
V1507192,2016-02,2079.84,657.74,3.1621005260437256
V1703028,2018-04,82420.0,26066.0,3.1619734520064453
V1507348,2016-03,119200.0,37726.0,3.1596246620367916
V1602012,2017-09,133433.8,42251.4,3.1580918028751706
V1407157,2016-04,34886.7,11068.506666666668,3.151888601654182
V1702003,2017-05,27717.300000000003,8798.25,3.1503196658426393
V1408382,2016-12,37349.1,11857.366666666667,3.1498646411091835
V1408231,2017-05,8403.0,2667.9333333333334,3.1496289262600263
V1511015,2016-02,52706.6768,16761.25,3.144555256916996
V1506065,2017-09,54351.0,17308.0,3.140224173792466
V1407245,2016-03,32306.0,10295.0,3.1380281690140843
V1606002,2016-10,46804.2,14923.283333333335,3.136320537147209
V1609022,2017-09,28276.0,9023.166666666666,3.1337113725779937
V1505048,2016-11,169552.0,54116.0,3.133121442826521
V1407509,2016-09,25336.75,8097.399999999999,3.1289981969521086
V1408084,2016-06,8038.2,2569.7,3.1280694244464335
V1701010,2017-10,181209.74,57968.333333333336,3.1260125930824296
V1409113,2016-05,2500.0,800.0,3.125
V1407325,2017-08,2720.0,871.6666666666666,3.1204588910133846
V1407372,2017-04,71141.0,22889.333333333332,3.1080415914254096
V1502028,2016-08,7708.089999999999,2482.5000000000005,3.104970795568982
V1409061,2017-07,55231.04,17823.273333333338,3.0988157431612815
V1608008,2016-11,23690.94,7659.1,3.0931754383674317
V1408382,2017-07,32089.5,10385.900000000001,3.0897177904659197
V1512012,2016-11,1948454.0,631577.6666666666,3.085058422479579
V1509008,2017-06,4063.0,1320.56,3.076725025746653
V1508022,2016-06,23919.9,7801.91,3.06590309296057
V1608008,2017-04,17094.1,5581.099999999999,3.062854992743366
V1408459,2016-05,72210.4,23622.95,3.0567901130045145
V1408407,2017-06,9002.48,2947.0666666666657,3.054725602859341
V1408447,2017-08,4976.6,1630.04,3.0530539127874166
V1507190,2016-04,10793.0,3536.0,3.052319004524887
V1407641,2016-03,87996.0,28847.85,3.0503486394999975
V1508020,2018-01,9798.0,3220.0,3.0428571428571427
V1407715,2016-10,19452.0,6401.333333333333,3.038741928764841
V1407252,2017-06,31893.0,10514.0,3.033384059349439
V1508044,2016-08,20301.2,6696.8,3.031477720702425
V1407373,2017-06,34189.6,11280.066666666666,3.030974994237623
V1501033,2016-11,935079.0,308514.3333333333,3.030909422900935
V1411043,2016-12,388000.0,128040.0,3.0303030303030303
V1407348,2016-06,4645.0,1533.3333333333333,3.0293478260869566
V1407837,2017-12,2060203.0,680161.6666666666,3.02899016655354
V1408202,2016-02,26500.0,8750.0,3.0285714285714285
V1509008,2016-10,12145.26,4011.376666666667,3.02770370604273
V1407184,2018-03,22250.25,7350.06,3.0272201859576655
V1612029,2017-06,30918.7,10224.650000000001,3.023937249685808
V1408382,2016-10,9874.0,3266.4166666666665,3.0228844044187055
V1505042,2016-09,41162.8,13628.366666666667,3.020376616420163
V1509041,2016-05,527226.0,174643.33333333334,3.01887275017655
V1506095,2016-03,6722.73,2226.98,3.0187653234425094
V1605010,2016-11,240070.0,79566.66666666667,3.0172182656053623
V1409042,2016-06,11664.0,3866.4,3.016759776536313
V1412038,2016-03,17280.0,5760.0,3.0
V1512036,2016-12,50850.0,16950.0,3.0
V1407821,2017-06,2700.0,900.0,3.0
