新系统供应商编码,_month,下单金额,prev3_mean,spike_ratio
V1506107,2016-12,227707.4,34692.933333333334,6.563509571593831
V1506119,2016-12,38262.12,5834.266666666667,6.558171264026327
V1407289,2017-05,32672.0,5001.666666666667,6.532222592469177
V1507132,2016-05,17442.5,2681.9500000000003,6.503663379257629
V1506095,2016-02,3859.31,594.65,6.4900529723366684
V1408441,2017-06,7332.5,1130.0,6.488938053097345
V1407485,2016-09,8216.0,1272.0,6.459119496855346
V1506089,2017-12,32214.6,4993.61,6.451164588343904
V1506106,2016-12,79730.0,12396.666666666666,6.431567625705835
V1512020,2016-02,56490.0,8836.0,6.393164327750113
V1408443,2017-08,75883.0,11877.666666666666,6.388712710128252
V1407289,2017-06,91222.0,14312.333333333334,6.37366373989799
V1511008,2016-03,93678.0,14744.71,6.3533294313689455
V1604005,2016-09,146563.352,23143.209999999995,6.332887788686187
V1507070,2016-12,151965.97,24010.75,6.329080516018867
V1407215,2017-03,588820.0,93126.0,6.3228314326826025
V1408428,2016-11,9636.1,1527.6999999999996,6.307586568043466
V1407413,2016-03,107577.0,17118.81,6.284140077493704
V1502024,2016-05,136658.45,21846.63,6.255356089245802
V1605028,2017-03,15381.0,2462.5,6.246091370558376
V1609006,2017-06,43575.0028,6988.55,6.235199404740611
V1606017,2017-11,722163.0,116063.86666666668,6.222117362969123
V1407756,2016-02,6671.1,1080.0,6.176944444444445
V1507192,2016-03,8454.06,1368.79,6.176301697119353
V1504060,2016-12,9834.0,1593.0,6.173258003766478
V1409015,2016-12,2616381.29,426698.6966666666,6.131683341052937
V1505025,2016-11,35157.6,5745.599999999999,6.1190476190476195
V1506001,2018-01,142092.0,23236.0,6.115166121535548
V1407411,2016-03,1253.0,205.0,6.11219512195122
V1605008,2016-06,1497.36,245.0,6.111673469387755
V1602008,2016-03,1113.4,182.4,6.104166666666667
V1407319,2017-10,6520.5,1070.0,6.0939252336448595
V1409079,2016-03,8163.280000000001,1343.9650000000001,6.074027225411376
V1602003,2016-03,42458.5,7000.0,6.0655
V1608025,2016-11,111260.0,18396.666666666668,6.0478347526725855
V1512023,2016-03,4968.0,828.0,6.0
V1602012,2016-10,69780.0,11730.0,5.948849104859335
V1407215,2016-03,1001066.0,168913.32,5.926507157635644
V1507070,2016-05,113044.56999999999,19195.375,5.889156632782636
V1705014,2017-09,107778.5,18313.25,5.885274323235908
V1605012,2016-09,187045.0,32001.666666666668,5.844851830633821
V1409015,2016-11,960018.69,164287.57666666666,5.843525782523665
V1407712,2016-03,11113.0,1928.28,5.763167174891613
V1408192,2017-11,14760.13,2563.0,5.758927038626609
V1408170,2017-10,6045.0,1051.6666666666667,5.748019017432646
V1608026,2017-12,34490.0,6031.666666666667,5.718154186239293
V1506126,2016-11,36294.4,6355.066666666667,5.711096657784865
V1407412,2017-10,81525.0,14285.0,5.707035351767589
V1709029,2018-03,49624.5,8707.666666666666,5.6989434597863955
V1407437,2016-02,4552.0,803.0,5.668742216687422
V1407715,2017-12,9517.95,1680.8333333333333,5.662637580565197
V1407754,2017-03,4659.0,822.8333333333334,5.662143001822969
V1506127,2017-03,1942700.0,343483.3333333333,5.655878499684604
V1407566,2016-06,108766.78,19378.05,5.612885713474782
V1504052,2016-12,247740.0,44220.0,5.602442333785618
V1407534,2017-06,55172.6,9901.053333333335,5.572397010957755
V1708015,2018-01,15091.8,2711.65,5.565541275607102
V1703010,2017-08,118992.0,21454.5,5.546249038663218
V1605012,2017-08,491445.0,88746.66666666667,5.537616436298077
V1409059,2016-11,16173.0,2931.6666666666665,5.516657191586129
V1407267,2017-10,62350.0,11310.333333333334,5.512658041319147
V1509043,2016-11,111985.7936,20328.552666666666,5.508793244470692
V1506119,2016-05,14289.0,2601.116666666667,5.493409881653392
V1509018,2016-11,348174.6,63497.56,5.483275262860494
V1507085,2016-10,1020.0,186.66666666666666,5.464285714285714
V1409020,2016-05,2217.1,407.5,5.440736196319018
V1408144,2016-11,4014.0,743.4,5.399515738498789
V1411004,2016-03,19778.0,3672.5,5.385432266848196
V1407317,2018-01,8249.0,1534.0,5.377444589308996
V1408354,2016-12,1212.0,225.93333333333817,5.364414281498853
V1407245,2016-12,41510.4,7808.0,5.316393442622951
V1407474,2016-03,6049.0,1138.0,5.315465729349737
V1601031,2017-05,147500.0,28000.5,5.267763075659364
V1407337,2017-08,9950.0,1893.3333333333333,5.255281690140845
V1507272,2016-06,81127.29,15474.036666666667,5.242800682691932
V1610006,2016-12,91068.416,17528.266,5.195517685548587
V1407252,2017-08,138560.0,26669.666666666668,5.195415515754477
V1603002,2016-09,63862.5,12292.396666666667,5.195284673262794
V1408237,2016-03,19390.0,3740.5,5.183798957358642
V1607021,2016-09,116224.9,22602.685,5.142083783408918
V1610007,2018-01,13500.0,2626.6666666666665,5.1395939086294415
V1505025,2017-04,119149.8,23260.399999999998,5.122431256556208
V1407310,2017-05,7868.0,1539.0,5.112410656270305
V1509043,2017-11,313134.6,61376.21,5.101888826305827
V1506090,2016-02,5379.05,1057.0,5.088978240302744
V1408428,2017-09,20457.8,4031.933333333333,5.073943021544669
V1501037,2016-09,21337.0,4206.0,5.072990965287684
V1708032,2017-11,95989.0,18954.0,5.064313601350638
V1607022,2016-11,504597.65,99758.4,5.058197104203757
V1606008,2017-11,8628.91,1713.7233333333336,5.0351826529758785
V1407712,2016-02,3216.56,640.0,5.025875
V1511015,2017-06,108703.2,21632.18666666667,5.025067584475972
V1408069,2017-09,603256.0,120096.0,5.023114841460165
V1410001,2016-12,53940.0,10746.666666666666,5.019230769230769
V1604042,2017-07,1629874.0,325814.0,5.002467665600618
V1407267,2017-06,12010.0,2401.6666666666665,5.000693962526024
V1605046,2017-11,8250.0,1650.0,5.0
V1501046,2017-09,13500.0,2700.0,5.0
V1407416,2016-04,267031.0,53795.0,4.963862812529046
V1504069,2016-12,21324.6,4340.0,4.913502304147465
V1501033,2016-09,585891.0,119412.0,4.90646668676515
V1510007,2016-03,9283.0,1900.4,4.884761102925699
V1412005,2016-09,7087.5,1452.5,4.879518072289157
V1412036,2017-06,53814.0,11031.0,4.878433505575197
V1707009,2017-09,138260.6,28353.1,4.876383887476149
V1407818,2017-07,4219773.0,866095.0,4.872182612761879
V1604033,2016-11,203768.51,41923.46666666667,4.860488079866169
V1504027,2016-07,25921.0,5338.666666666667,4.8553321678321675
V1612024,2017-03,446150.0,92038.0,4.847454312349247
V1511014,2016-04,88335.4,18258.783333333333,4.837967480491124
V1701010,2017-09,109169.0,22582.0,4.834337082632185
V1504057,2017-02,459362.0,95152.33333333333,4.827648297291711
V1505025,2016-12,81396.0,16917.6,4.811320754716982
V1407318,2017-11,92585.0,19247.666666666668,4.8101934433611
V1601031,2017-10,444998.0,92536.26666666666,4.808903752330618
V1407758,2016-05,20980.0,4385.0,4.784492588369441
V1511015,2017-08,324952.9,68354.99333333333,4.7539014218810065
V1501037,2016-11,51939.0,10932.366666666667,4.750938345158565
V1606021,2017-12,1677098.0,354366.6666666667,4.732662966795221
V1407235,2016-03,34917.49,7390.969999999999,4.72434470712234
V1408074,2016-05,36938.3,7843.633333333334,4.709335384536928
V1409071,2017-11,90613.1,19301.866666666665,4.694525227266448
V1709023,2017-10,23962.7,5145.6,4.65693019278607
V1601002,2018-03,9624.0,2104.6666666666665,4.572695597085842
V1608031,2016-11,68229.2,14948.65,4.5642382422493
V1512008,2018-01,9866.0,2174.3333333333335,4.537482753334355
V1608025,2016-10,38270.0,8460.0,4.5236406619385345
V1407641,2017-04,59472.8,13157.266666666661,4.520148561758017
V1409120,2016-12,5808.0,1285.6666666666667,4.517500648172154
V1512008,2016-05,102468.0,22819.0,4.490468469258074
V1506129,2017-03,6120.0,1373.3333333333333,4.456310679611651
V1407703,2016-07,37380.0,8398.916666666666,4.450573982755713
V1408409,2016-02,2719.0,613.4,4.432670361917183
V1407184,2017-03,50993.0,11511.19,4.429863463290936
V1509052,2016-03,35247.0,7963.0,4.426346854200678
V1407715,2016-03,30072.0,6826.75,4.405024352730069
V1603002,2016-08,31467.19,7145.5,4.403777202435099
V1408396,2016-11,1260.0,287.0,4.390243902439025
V1408427,2016-03,3332.0,760.0,4.38421052631579
V1506102,2017-08,10290.0,2350.0,4.378723404255319
V1407818,2017-06,1761215.0,402388.0,4.376907363042635
V1506123,2017-07,25271.25,5779.383333333334,4.372655098727372
V1407450,2017-10,131991.1,30271.016666666666,4.360312752407281
V1505047,2016-04,127857.08,29351.61,4.356049974771401
V1606008,2017-05,5485.54,1264.5366666666666,4.337984136482137
V1504038,2016-12,18438.0,4253.333333333333,4.334952978056426
V1407337,2016-04,5700.0,1315.0,4.334600760456274
V1408409,2016-04,9005.0,2080.866666666667,4.327523788165188
V1407804,2016-10,22431.7,5193.233333333334,4.31940923124322
V1502023,2016-05,70991.0,16469.333333333332,4.310496275906736
V1502007,2016-08,486149.8,112818.75,4.309122375491662
V1409042,2016-03,8359.2,1944.0,4.300000000000001
V1407621,2017-09,2236.0,520.0,4.3
V1803003,2017-09,2236.0,520.0,4.3
V1505048,2017-05,206462.0,48118.0,4.290743588677834
V1412033,2016-02,8179.0,1911.0,4.279958137100994
V1505062,2016-03,13418.0,3143.5,4.268490536026722
V1709012,2017-10,74946.0,17559.0,4.268238510165727
V1407342,2016-11,12800.0,3000.0,4.266666666666667
V1407467,2016-03,9377.6,2200.0,4.262545454545455
V1407784,2016-03,28178.2,6628.794,4.250878817474189
V1502025,2017-03,4444.0,1048.6666666666667,4.2377622377622375
V1408170,2016-04,2355.0,560.0,4.205357142857143
V1509061,2017-04,193130.95,45945.1,4.203515717671744
V1408120,2016-05,19313.0,4608.213333333334,4.190995208555159
V1408006,2016-05,38584.5,9217.199999999999,4.186141127457363
V1509040,2016-04,163339.6,39103.854999999996,4.177071544480717
V1407735,2016-05,11281.3888,2718.895966666667,4.149253571415917
V1407311,2017-03,6340.0,1534.6666666666667,4.131190269331016
V1605037,2017-04,13846.33,3355.0333333333333,4.127032021539776
V1603019,2017-07,44643.85,10849.6,4.114792250405545
V1408068,2016-06,5200.0,1266.6666666666667,4.105263157894736
V1506127,2016-09,344100.0,83866.66666666667,4.102941176470588
V1408354,2016-03,114562.48,27949.535,4.098904686607487
V1407491,2016-03,9088.508100000001,2229.37775,4.076701716431861
V1506099,2016-02,22584.0,5540.0,4.076534296028881
V1407319,2016-04,14560.0,3571.6666666666665,4.0765282314512366
V1407219,2016-05,56865.0,13970.0,4.0705082319255546
V1512035,2016-03,57935.6,14245.5,4.066940437331087
V1407752,2017-12,3338.2,821.0,4.066017052375152
V1407192,2016-08,28946.0,7120.0,4.065449438202247
V1507301,2016-10,11705.369999999999,2879.25,4.065423287314404
V1407440,2016-09,51079.0,12580.7,4.060107943119222
V1607023,2017-10,25937.0,6388.833333333333,4.059739649909999
V1407829,2017-07,45140.0,11120.0,4.059352517985611
V1407209,2017-12,18309.0,4527.666666666667,4.043804755944931
V1408347,2017-10,17426.0,4320.843333333333,4.033008988214492
V1409097,2016-04,45483.11,11282.6,4.031261411376811
V1411004,2016-02,5885.0,1460.0,4.030821917808219
V1602008,2016-04,2606.8,647.9000000000001,4.023460410557185
V1506001,2016-06,119904.0,29900.0,4.010167224080267
V1507106,2017-03,5640.0,1406.6666666666667,4.009478672985781
V1407182,2017-06,49484.57,12346.15666666667,4.008095096800703
V1507006,2016-03,8000.0,2000.0,4.0
V1507323,2016-04,70592.05,17710.766666666666,3.985826888728702
V1702005,2017-03,21126.3,5321.2,3.970213485679922
V1610001,2017-05,2386.8,602.5500000000001,3.9611650485436893
V1503058,2016-02,35553.0,8981.0,3.9586905689789558
V1407595,2016-02,35073.8,8914.5,3.934466318918616
V1610014,2016-12,12162.5,3093.0,3.9322664080181053
V1407623,2016-03,34334.5,8743.35,3.9269273219075065
V1504069,2018-01,19744.4,5029.599999999999,3.925640209957055
V1505041,2017-06,34020.0,8666.666666666666,3.9253846153846155
V1407348,2017-04,1380.0,351.6666666666667,3.9241706161137437
V1612011,2017-01,10316.0,2630.0,3.9224334600760455
V1408231,2016-03,13250.5,3387.5,3.9115867158671587
V1707004,2017-08,91831.6,23500.0,3.9077276595744683
V1408076,2016-02,27418.3,7027.7,3.9014613600466723
V1608018,2016-09,86537.64,22252.96,3.8888147913805624
V1408427,2017-06,7200.0,1852.0,3.8876889848812093
V1512036,2016-11,37290.0,9605.0,3.8823529411764706
V1407366,2017-12,2600.0,670.0,3.8805970149253732
V1407346,2016-12,7990.0,2073.3333333333335,3.853697749196141
V1501037,2017-04,139158.5,36112.166666666664,3.85350735901566
V1709029,2018-01,17194.0,4464.5,3.8512711389853287
V1408144,2016-02,12152.529999999999,3156.36,3.8501723504289744
V1408202,2016-12,75798.4,19688.333333333332,3.8499145009735036
V1409015,2016-04,658812.71,171331.36333333334,3.845254582596465
V1407392,2016-03,66952.0,17421.5,3.8430674740980972
V1407215,2016-11,259410.0,67603.33333333333,3.837236822641882
V1507295,2017-03,22800.0,5963.333333333333,3.8233650083845725
V1610009,2017-09,127780.8,33493.776666666665,3.8150609670473115
V1501032,2017-05,4400.0,1153.3333333333333,3.815028901734104
V1407499,2016-02,94867.9,24939.4,3.8039367426642174
V1407223,2016-12,4956.8,1305.9333333333334,3.7955995711879114
V1407199,2016-02,7996.8,2108.0,3.793548387096774
V1407235,2017-04,40073.5755,10578.636533333332,3.7881607307074003
V1507002,2016-04,788691.49,209074.0,3.7723078431560118
V1709027,2018-01,52767.0,13989.0,3.7720351704911
V1409111,2017-06,31496.0,8356.466666666665,3.769057097497348
V1512008,2017-12,4000.0,1061.3333333333333,3.7688442211055277
V1506106,2016-06,26463.0,7026.666666666667,3.7660815939278938
V1711008,2017-12,72633.65,19286.3,3.766074882170245
V1407784,2016-12,25887.01,6879.033333333333,3.7631755430753353
V1604007,2016-12,9530.0,2535.0,3.7593688362919133
V1408443,2016-08,39120.0,10409.333333333334,3.7581657486870754
V1503061,2016-03,1771.2,471.6,3.7557251908396947
V1407752,2016-12,11844.195,3158.5733333333337,3.7498559476219215
V1512005,2016-12,2272.23,606.6666666666666,3.745434065934066
V1407229,2016-10,5005.0,1341.3333333333333,3.731361829025845
V1509043,2017-03,72416.1,19488.434333333335,3.715850065807407
V1512008,2016-02,30386.0,8186.0,3.7119472269728804
V1512005,2017-10,1150.0,310.0,3.7096774193548385
V1612026,2017-12,614250.0,165600.0,3.7092391304347827
V1408180,2016-03,6179.0,1667.5,3.705547226386807
V1507075,2016-11,32399.3,8748.0,3.7036236854138087
V1407229,2016-09,2774.0,750.0,3.6986666666666665
V1407703,2016-09,81966.55,22178.016666666666,3.6958467130739825
V1505048,2016-12,393202.0,106433.33333333333,3.6943501409332917
V1502008,2016-03,24079.7519,6519.835,3.693306947185013
V1407317,2017-09,10938.0,2974.6666666666665,3.6770506499327658
V1701010,2017-12,742009.78,202239.91333333333,3.668958158506595
V1408260,2016-07,21740.0,5925.900000000001,3.6686410503045948
V1407245,2017-03,63929.6,17446.399999999998,3.664343360234777
V1407181,2017-06,20421.0,5573.0,3.664274179077696
V1408080,2016-03,11898.5,3248.5,3.6627674311220564
V1504061,2016-12,594870.0,162650.0,3.657362434675684
V1407233,2016-11,10634.0,2909.3333333333335,3.6551329055912007
V1407717,2018-01,2440.0,671.6666666666666,3.632754342431762
V1511015,2016-09,38605.2,10650.803333333333,3.624628001455915
V1407291,2017-12,8200.0,2266.6666666666665,3.6176470588235294
V1508020,2016-12,8280.0,2300.0,3.6
V1407712,2017-04,13469.0,3742.8333333333335,3.5986106781849756
V1704011,2017-07,94086.15,26146.7,3.5983948261157237
V1408202,2016-07,36735.0,10213.333333333334,3.596768929503916
V1407431,2016-03,11832.0,3302.05,3.5832286004148934
V1407215,2017-12,421590.0,117665.0,3.5829685972889136
V1407601,2016-03,47520.45,13276.435,3.5793079994742563
V1412033,2016-04,28614.0,7994.400000000001,3.5792554788351842
V1601013,2016-09,18787.2,5270.166666666667,3.5648208469055374
V1612005,2017-08,3653.8,1028.5333333333333,3.5524371273010114
V1701010,2017-08,45156.0,12721.666666666666,3.5495349141883925
V1407404,2016-05,650.0,183.33333333333334,3.5454545454545454
V1409103,2016-04,57472.5,16230.333333333334,3.5410548150582244
V1407641,2017-03,24414.0,6901.566666666661,3.5374576786913146
V1604005,2016-10,254321.2164,71906.94733333333,3.5368100834688936
