新系统供应商编码,_month,一级分类,下单金额,占比
V1408441,2017-12,家具,4820.0,0.1581567195277611
V1408441,2017-12,服务用品,13890.1,0.4557702593179574
V1408441,2017-12,服务类,180.0,0.005906267534231743
V1408441,2017-12,消防安防,300.0,0.009843779223719571
V1408441,2017-12,特色商品,750.0,0.024609448059298926
V1408441,2017-12,运营电器,250.0,0.008203149353099643
V1408441,2017-12,鞋服配饰,76.0,0.002493757403342291
V1408441,2017-12,餐具厨具,760.0,0.024937574033422914
V1408443,2016-08,暖通系统,6480.0,0.1656441717791411
V1408443,2016-08,服务类,8855.0,0.22635480572597136
V1408443,2016-08,消防安防,23785.0,0.6080010224948875
V1408443,2017-06,暖通系统,7350.0,0.35860655737704916
V1408443,2017-06,服务类,6090.0,0.29713114754098363
V1408443,2017-06,消防安防,7056.0,0.3442622950819672
V1408443,2017-08,暖通系统,2300.0,0.030309819063558372
V1408443,2017-08,服务类,41150.0,0.5422821975936639
V1408443,2017-08,消防安防,32433.0,0.4274079833427777
V1408444,2016-03,五金电气,640.0,0.01189499323007612
V1408444,2016-03,办公,68.0,0.0012638430306955875
V1408444,2016-03,服务用品,1872.0,0.03479285519797264
V1408444,2016-03,服务类,150.0,0.00278788903829909
V1408444,2016-03,特色商品,1118.0,0.020779066298789218
V1408444,2016-03,运营电器,4761.0,0.08848759807561313
V1408444,2016-03,食品饮料,45195.15,0.8399937551285542
V1408445,2017-06,VI,583.0,0.04916284031352906
V1408445,2017-06,五金电气,10.0,0.0008432734187569307
V1408445,2017-06,办公,387.0,0.03263468130589322
V1408445,2017-06,印刷,10551.05,0.8897420004975313
V1408445,2017-06,服务类,227.5,0.019184470276720173
V1408445,2017-06,鞋服配饰,100.0,0.008432734187569306
V1408447,2016-02,VI,907.0,0.14969466908730814
V1408447,2016-02,印刷,5152.0,0.8503053309126919
V1408447,2017-02,VI,1678.0,0.333631573715081
V1408447,2017-02,印刷,1937.0,0.3851277462968486
V1408447,2017-02,服务类,1264.5,0.25141664181330153
V1408447,2017-02,消防安防,150.0,0.029824038174768863
V1408447,2017-08,VI,1932.6,0.3883374191214885
V1408447,2017-08,印刷,1709.0,0.34340714544066225
V1408447,2017-08,服务类,1335.0,0.26825543543784913
V1408447,2017-12,VI,2762.0,0.4003478765038411
V1408447,2017-12,印刷,3477.0,0.5039860849398463
V1408447,2017-12,服务类,615.0,0.0891433541092912
V1408447,2017-12,消防安防,45.0,0.006522684447021307
V1408459,2016-05,服务类,72210.4,1.0
V1408469,2016-12,服务类,18332.0,1.0
V1409015,2016-04,工程电器,4800.0,0.007285833936021059
V1409015,2016-04,服务用品,260630.88999999998,0.39560695482028574
V1409015,2016-04,运营电器,86349.0,0.13106759886280883
V1409015,2016-04,鞋服配饰,1330.0,0.002018783153105835
V1409015,2016-04,餐具厨具,305702.82,0.4640208292277786
V1409015,2016-11,办公,420.0,0.0004374914825876984
V1409015,2016-11,服务用品,703039.97,0.7323190447469309
V1409015,2016-11,运营电器,70478.0,0.07341315407099001
V1409015,2016-11,鞋服配饰,760.0,0.0007916512542063114
V1409015,2016-11,餐具厨具,185320.72,0.19303865844528506
V1409015,2016-12,办公,525.0,0.00020065882675686004
V1409015,2016-12,服务用品,1166721.41,0.4459294272051609
V1409015,2016-12,运营电器,241293.0,0.09222394339932005
V1409015,2016-12,鞋服配饰,3800.0,0.001452387698430606
V1409015,2016-12,餐具厨具,1204041.88,0.4601935828703315
V1409015,2017-04,服务用品,692339.61,0.45559106874385086
V1409015,2017-04,运营电器,193949.0,0.12762729578884147
V1409015,2017-04,鞋服配饰,1140.0,0.000750172041099873
V1409015,2017-04,餐具厨具,632222.8,0.4160314634262077
V1409015,2017-09,服务用品,517078.722,0.3831497067696355
V1409015,2017-09,运营电器,187026.0,0.13858423100670125
V1409015,2017-09,鞋服配饰,2470.0,0.0018302431244134616
V1409015,2017-09,餐具厨具,642972.76,0.4764358190992497
V1409020,2016-05,五金电气,1665.0,0.7509810112308872
V1409020,2016-05,服务类,552.1,0.24901898876911283
V1409042,2016-03,食品饮料,8359.2,1.0
V1409042,2016-06,食品饮料,11664.0,1.0
V1409045,2016-04,五金电气,3362.0,0.1361607685266935
V1409045,2016-04,办公,2904.0,0.11761180005993989
V1409045,2016-04,建材,1500.0,0.06074989672517556
V1409045,2016-04,服务用品,6949.0,0.28143402156216335
V1409045,2016-04,服务类,2790.88,0.11303044784823865
V1409045,2016-04,消防安防,1390.52,0.05631596426286075
V1409045,2016-04,装饰,1740.0,0.07046988020120365
V1409045,2016-04,鞋服配饰,4055.0,0.1642272208137246
V1409059,2016-11,五金电气,240.0,0.014839547393804489
V1409059,2016-11,服务类,15933.0,0.9851604526061956
V1409061,2016-11,服务用品,117627.54,1.0
V1409061,2017-07,服务用品,55231.04,1.0
V1409065,2016-02,五金电气,3590.0,0.32541696881798404
V1409065,2016-02,服务类,7442.0,0.6745830311820159
V1409071,2017-11,服务类,90613.1,1.0
V1409079,2016-03,办公,350.0,0.04287492282513891
V1409079,2016-03,服务用品,200.0,0.02449995590007938
V1409079,2016-03,服务类,675.0,0.0826873511627679
V1409079,2016-03,特色商品,4856.0,0.5948589292539272
V1409079,2016-03,食品饮料,2082.28,0.25507884085808646
V1409082,2017-06,办公,680.0,0.13473350505250645
V1409082,2017-06,服务类,170.0,0.03368337626312661
V1409082,2017-06,消防安防,4197.0,0.831583118684367
V1409088,2016-02,服务类,66688.7,1.0
V1409097,2016-04,服务类,45483.11,1.0
V1409100,2017-05,办公,675.0,0.01623259505086213
V1409100,2017-05,特色商品,37443.0,0.9004400836880456
V1409100,2017-05,运营电器,3465.0,0.08332732126109227
V1409102,2016-04,服务类,28910.0,1.0
V1409103,2016-04,VI,3292.0,0.05727956848927748
V1409103,2016-04,五金电气,4420.0,0.07690634651354995
V1409103,2016-04,办公,2165.0,0.03767019009091305
V1409103,2016-04,印刷,41760.0,0.7266083779198748
V1409103,2016-04,服务用品,600.0,0.010439775544825787
V1409103,2016-04,服务类,5235.5,0.091095741441559
V1409111,2017-06,服务类,31496.0,1.0
V1409113,2016-05,服务用品,2500.0,1.0
V1409116,2016-06,服务类,50889.0,1.0
V1409120,2016-04,VI,1940.0,0.21603563474387527
V1409120,2016-04,印刷,6590.0,0.7338530066815144
V1409120,2016-04,装饰,450.0,0.05011135857461024
V1409120,2016-12,VI,1133.0,0.19507575757575757
V1409120,2016-12,印刷,3150.0,0.5423553719008265
V1409120,2016-12,服务类,280.0,0.048209366391184574
V1409120,2016-12,消防安防,120.0,0.02066115702479339
V1409120,2016-12,装饰,1125.0,0.19369834710743802
V1409125,2016-08,服务类,50327.65,1.0
V1409125,2017-11,服务类,40213.3,1.0
V1410001,2016-03,服务用品,122960.0,1.0
V1410001,2016-04,服务用品,235480.0,1.0
V1410001,2016-12,服务用品,53940.0,1.0
V1410012,2016-03,五金电气,1067.0,0.014097447582466104
V1410012,2016-03,服务类,74620.46,0.9859025524175339
V1410013,2016-03,消防安防,113799.5,1.0
V1411004,2016-02,服务类,5885.0,1.0
V1411004,2016-03,服务类,19778.0,1.0
V1411004,2016-09,建材,3009.5,0.026082133370310828
V1411004,2016-09,服务类,112376.0,0.9739178666296892
V1411018,2016-03,服务类,23070.0,1.0
V1411025,2017-11,五金电气,1145.0,0.14417368332911515
V1411025,2017-11,办公,1129.43,0.14221317306760045
V1411025,2017-11,建材,480.0,0.060439622705655255
V1411025,2017-11,服务用品,1347.38,0.16965653925238705
V1411025,2017-11,服务类,2490.0,0.3135305427855866
V1411025,2017-11,消防安防,710.0,0.08940027525211507
V1411025,2017-11,装饰,140.0,0.01762822328914945
V1411025,2017-11,运营电器,400.0,0.05036635225471271
V1411025,2017-11,鞋服配饰,100.0,0.012591588063678178
V1411043,2016-12,运营电器,388000.0,1.0
V1411049,2016-04,装饰,8939.138,1.0
V1412004,2016-03,服务类,11420.4,1.0
V1412005,2016-09,服务类,7087.5,1.0
V1412005,2017-09,服务类,11025.0,1.0
V1412006,2017-04,建材,795240.0,1.0
V1412033,2016-02,五金电气,5687.5,0.6953784081183518
V1412033,2016-02,办公,265.0,0.0324000489057342
V1412033,2016-02,服务用品,1139.0,0.13925907812691038
V1412033,2016-02,服务类,913.0,0.11162733830541631
V1412033,2016-02,消防安防,174.5,0.021335126543587237
V1412033,2016-04,VI,3430.0,0.11987139162647655
V1412033,2016-04,五金电气,9187.0,0.32106661074998255
V1412033,2016-04,办公,130.2,0.004550220171943804
V1412033,2016-04,建材,300.0,0.010484378276368212
V1412033,2016-04,服务用品,4549.0,0.15897812259733
V1412033,2016-04,服务类,8955.8,0.3129866498916614
V1412033,2016-04,运营电器,1920.0,0.06710002096875656
V1412033,2016-04,门锁系统,142.0,0.004962605717480953
V1412036,2017-06,运营电器,53814.0,1.0
V1412038,2016-03,服务用品,17280.0,1.0
V1412040,2017-08,VI,2650.0,0.015185724273090897
V1412040,2017-08,办公,561.0,0.0032147891763033938
V1412040,2017-08,印刷,171115.0,0.9805680033924336
V1412040,2017-08,服务用品,180.0,0.0010314831581722118
V1501025,2016-05,办公,370156.0,1.0
V1501032,2017-05,建材,4400.0,1.0
V1501032,2017-06,建材,43326.63,1.0
V1501032,2017-08,建材,284093.93,1.0
V1501033,2016-09,床垫,585891.0,1.0
V1501033,2016-11,床垫,935079.0,1.0
V1501037,2016-09,VI,11812.0,0.5535923513146178
V1501037,2016-09,五金电气,9525.0,0.4464076486853822
V1501037,2016-11,VI,22724.0,0.4375132366814917
V1501037,2016-11,五金电气,29215.0,0.5624867633185082
V1501037,2017-04,VI,23826.0,0.1712148377569462
V1501037,2017-04,五金电气,115332.5,0.8287851622430538
V1501046,2017-03,运营电器,24300.0,1.0
V1501046,2017-09,运营电器,13500.0,1.0
V1502007,2016-07,棉织品,221591.5,1.0
V1502007,2016-08,棉织品,486149.8,1.0
V1502008,2016-03,五金电气,7657.2,0.3179933095573132
V1502008,2016-03,建材,126.0,0.0052326120519539075
V1502008,2016-03,服务用品,4076.25,0.16928122918077076
V1502008,2016-03,服务类,11915.3919,0.49483034333090453
V1502008,2016-03,鞋服配饰,304.91,0.012662505879057668
V1502023,2016-05,鞋服配饰,70991.0,1.0
V1502024,2016-05,五金电气,136658.45,1.0
V1502024,2016-11,五金电气,140575.07,1.0
V1502025,2017-03,服务类,4444.0,1.0
V1502028,2016-08,服务用品,875.38,0.11356639582568444
V1502028,2016-08,食品饮料,1941.5,0.2518782214530448
V1502028,2016-08,餐具厨具,4891.21,0.6345553827212708
V1503053,2018-03,鞋服配饰,22675.0,1.0
V1503058,2016-02,建材,35553.0,1.0
V1503061,2016-03,鞋服配饰,1771.2,1.0
V1504027,2016-06,VI,350.0,0.025041139014094584
V1504027,2016-06,服务类,13075.0,0.9354654074551049
V1504027,2016-06,运营电器,552.0,0.0394934535308006
V1504027,2016-07,VI,175.0,0.006751282743721307
V1504027,2016-07,服务类,23626.0,0.911461749160912
V1504027,2016-07,运营电器,2120.0,0.08178696809536669
V1504038,2016-12,服务类,18438.0,1.0
V1504044,2018-02,服务用品,12648.0,0.9302736098852604
V1504044,2018-02,特色商品,60.0,0.00441306266548985
V1504044,2018-02,运营电器,888.0,0.06531332744924978
V1504052,2016-12,服务用品,247740.0,1.0
V1504057,2017-02,工程电器,459362.0,1.0
V1504057,2017-10,工程电器,1920743.0,1.0
V1504060,2016-03,五金电气,1540.0,0.008950771916894988
V1504060,2016-03,暖通系统,1260.0,0.0073233588410959
V1504060,2016-03,服务类,116583.2,0.677603657494644
V1504060,2016-03,消防安防,52669.0,0.30612221174736504
V1504060,2016-12,VI,972.0,0.09884075655887736
V1504060,2016-12,服务用品,240.0,0.024405125076266018
V1504060,2016-12,服务类,4230.0,0.4301403294691885
V1504060,2016-12,消防安防,4392.0,0.4466137888956681
V1504061,2016-04,运营电器,305360.0,1.0
V1504061,2016-12,运营电器,594870.0,1.0
V1504061,2017-04,运营电器,505890.0,1.0
V1504066,2017-12,VI,5412.8,0.2830547827723974
V1504066,2017-12,办公,493.0,0.025780743405777396
V1504066,2017-12,印刷,13141.0,0.6871901604367562
V1504066,2017-12,鞋服配饰,76.0,0.003974313385069132
V1504069,2016-04,五金电气,80.0,0.0007504465156768277
V1504069,2016-04,办公,1692.0,0.015871943806564908
V1504069,2016-04,工程电器,390.0,0.0036584267639245354
V1504069,2016-04,服务用品,600.0,0.005628348867576208
V1504069,2016-04,服务类,103841.2,0.9740908340462575
V1504069,2016-12,五金电气,80.0,0.003751535784961969
V1504069,2016-12,办公,288.0,0.013505528825863089
V1504069,2016-12,工程电器,600.0,0.028136518387214766
V1504069,2016-12,服务类,13060.6,0.6124663534134287
V1504069,2016-12,消防安防,7296.0,0.34214006358853155
V1504069,2018-01,服务类,19744.4,1.0
V1505025,2016-03,运营电器,31190.4,1.0
V1505025,2016-09,运营电器,15048.0,1.0
V1505025,2016-11,运营电器,35157.6,1.0
V1505025,2016-12,运营电器,81396.0,1.0
V1505025,2017-04,运营电器,119149.8,1.0
V1505026,2016-12,工程电器,70.0,0.0014667408139070496
V1505026,2016-12,服务类,47654.86,0.9985332591860929
V1505033,2016-08,服务用品,45237.6,1.0
V1505041,2017-06,工程电器,34020.0,1.0
V1505042,2016-09,服务类,41162.8,1.0
V1505047,2016-04,食品饮料,127857.08,1.0
V1505047,2016-12,食品饮料,204378.1,1.0
V1505047,2017-05,食品饮料,132028.02,1.0
V1505048,2016-11,服务用品,107272.0,0.6326790601113522
V1505048,2016-11,食品饮料,62280.0,0.3673209398886477
V1505048,2016-12,服务用品,362062.0,0.9208040650861389
V1505048,2016-12,食品饮料,31140.0,0.07919593491386107
V1505048,2017-05,服务用品,81902.0,0.3966928538907886
V1505048,2017-05,食品饮料,124560.0,0.6033071461092114
V1505061,2016-12,服务类,68596.3,1.0
V1505062,2016-03,VI,3994.0,0.2976598598897004
V1505062,2016-03,印刷,9424.0,0.7023401401102995
V1505062,2017-12,VI,200.0,0.04677815460180096
V1505062,2017-12,印刷,4075.5,0.953221845398199
V1505063,2016-11,服务类,6706.0,1.0
V1505075,2016-02,特色商品,952.5,1.0
V1506001,2016-05,家具,53000.0,1.0
V1506001,2016-06,家具,119904.0,1.0
V1506001,2017-06,家具,53760.0,1.0
V1506001,2017-08,家具,61180.0,1.0
V1506001,2018-01,家具,142092.0,1.0
V1506065,2017-09,食品饮料,54351.0,1.0
V1506086,2016-07,五金电气,625.0,0.015412500154125002
V1506086,2016-07,办公,585.0,0.014426100144261001
V1506086,2016-07,服务用品,4849.0,0.11957634119576341
V1506086,2016-07,食品饮料,34492.5,0.8505850585058505
V1506086,2016-12,办公,2254.0,0.24760523771860443
V1506086,2016-12,服务用品,1729.0,0.18993321029967483
V1506086,2016-12,特色商品,148.0,0.01625801915809825
V1506086,2016-12,食品饮料,4972.2,0.5462035328236224
V1506089,2017-12,餐具厨具,32214.6,1.0
V1506090,2016-02,服务类,5379.05,1.0
V1506092,2016-02,智能系统,1085875.06,1.0
V1506094,2016-05,VI,175.0,0.048143053645116916
V1506094,2016-05,印刷,3460.0,0.951856946354883
V1506095,2016-02,VI,325.39,0.08431299895577188
V1506095,2016-02,印刷,3533.92,0.9156870010442282
V1506095,2016-03,VI,490.18,0.07291383113705295
V1506095,2016-03,印刷,6232.55,0.927086168862947
V1506096,2016-09,办公,2106.1,0.15364357259058772
V1506096,2016-09,服务用品,8781.54,0.6406282600290347
V1506096,2016-09,服务类,700.0,0.05106618907621263
V1506096,2016-09,特色商品,153.2,0.011176200237822535
V1506096,2016-09,食品饮料,1350.6,0.09852856423761824
V1506096,2016-09,餐具厨具,616.26,0.044957213828723995
V1506099,2016-02,VI,18775.0,0.8313407722281261
V1506099,2016-02,办公,490.0,0.02169677647892313
V1506099,2016-02,印刷,2515.0,0.11136202621324831
V1506099,2016-02,装饰,800.0,0.035423308537017355
V1506099,2016-02,鞋服配饰,4.0,0.00017711654268508679
V1506099,2017-11,VI,1715.0,0.35448532451426207
V1506099,2017-11,办公,348.0,0.07193054981397272
V1506099,2017-11,印刷,2663.0,0.5504340636626706
V1506099,2017-11,服务用品,90.0,0.018602728400165358
V1506099,2017-11,服务类,22.0,0.0045473336089293095
V1506102,2016-12,服务用品,91872.6,1.0
V1506102,2017-06,服务用品,6155.0,1.0
V1506102,2017-08,服务用品,10290.0,1.0
V1506102,2017-12,服务用品,3820.0,1.0
V1506105,2016-05,服务用品,7000.0,1.0
V1506106,2016-06,服务类,26463.0,1.0
V1506106,2016-12,服务类,79730.0,1.0
V1506106,2017-05,服务类,14380.0,1.0
V1506106,2017-11,服务类,61460.0,1.0
V1506107,2016-04,装饰,2752.0,0.016720538556881426
V1506107,2016-04,餐具厨具,161836.0,0.9832794614431186
V1506107,2016-09,装饰,516.0,0.02263952263952264
V1506107,2016-09,餐具厨具,22276.0,0.9773604773604774
V1506107,2016-11,餐具厨具,77788.8,1.0
V1506107,2016-12,餐具厨具,227707.4,1.0
V1506107,2017-04,餐具厨具,106862.2,1.0
V1506107,2017-09,餐具厨具,261033.6,1.0
V1506119,2016-05,VI,6438.0,0.4505563720344321
V1506119,2016-05,办公,252.0,0.017635943732941424
V1506119,2016-05,印刷,4758.0,0.3329834138148226
V1506119,2016-05,服务用品,2500.0,0.17495975925537127
V1506119,2016-05,服务类,341.0,0.02386451116243264
V1506119,2016-12,VI,6616.9,0.17293605268082377
V1506119,2016-12,办公,7894.6,0.2063293931439241
V1506119,2016-12,印刷,19622.62,0.5128471710401828
V1506119,2016-12,服务用品,1350.0,0.03528293779853286
V1506119,2016-12,服务类,2778.0,0.07260444533653651
V1506120,2017-07,建材,167783.9,1.0
V1506123,2016-04,五金电气,158851.18,0.9860448838586179
V1506123,2016-04,建材,2248.16,0.013955116141382081
V1506123,2016-12,五金电气,80066.67,0.993572471574294
V1506123,2016-12,建材,517.96,0.006427528425705994
V1506123,2017-07,五金电气,24235.33,0.9590079635949944
V1506123,2017-07,建材,1035.92,0.04099203640500569
V1506123,2017-11,五金电气,39012.0,1.0
V1506124,2016-02,五金电气,35625.0,1.0
V1506125,2016-04,五金电气,160196.38,1.0
V1506126,2016-11,食品饮料,36294.4,1.0
V1506126,2016-12,食品饮料,285678.8,1.0
V1506127,2016-03,工程电器,786250.0,1.0
V1506127,2016-08,工程电器,218300.0,1.0
V1506127,2016-09,工程电器,344100.0,1.0
V1506127,2017-03,工程电器,1942700.0,1.0
V1506128,2017-04,五金电气,324160.2,0.6723833877266047
V1506128,2017-04,建材,157946.0,0.32761661227339534
V1506128,2017-08,五金电气,301604.1,0.7524468535500364
V1506128,2017-08,建材,99227.0,0.2475531464499636
V1506129,2016-03,服务类,5160.0,1.0
V1506129,2016-09,服务类,9420.0,1.0
V1506129,2017-03,服务类,6120.0,1.0
V1506135,2017-08,建材,268705.97,1.0
V1506136,2016-12,餐具厨具,91728.2,1.0
V1507002,2016-03,家具,413515.0,1.0
V1507002,2016-04,家具,788691.49,1.0
V1507002,2016-09,家具,1028767.0,1.0
V1507006,2016-03,服务类,8000.0,1.0
V1507070,2016-05,食品饮料,113044.56999999999,1.0
V1507070,2016-12,食品饮料,151965.97,1.0
V1507075,2016-11,服务类,32399.3,1.0
V1507085,2016-10,办公,1020.0,1.0
V1507106,2017-03,办公,1140.0,0.20212765957446807
V1507106,2017-03,服务用品,2200.0,0.3900709219858156
V1507106,2017-03,服务类,2300.0,0.4078014184397163
V1507132,2016-05,服务类,17442.5,1.0
V1507150,2016-12,服务用品,11740.0,1.0
V1507166,2017-10,服务用品,236.0,0.12065439672801637
V1507166,2017-10,运营电器,1350.0,0.6901840490797546
V1507166,2017-10,餐具厨具,370.0,0.18916155419222905
V1507190,2016-04,五金电气,1611.0,0.14926341147039748
V1507190,2016-04,办公,3470.0,0.32150467895858426
V1507190,2016-04,工程电器,500.0,0.0463263226165107
V1507190,2016-04,建材,590.0,0.05466506068748263
V1507190,2016-04,服务用品,575.0,0.05327527100898731
V1507190,2016-04,服务类,3557.0,0.32956545909385715
V1507190,2016-04,运营电器,490.0,0.04539979616418049
V1507192,2016-02,特色商品,206.0,0.09904608046772828
V1507192,2016-02,食品饮料,1873.84,0.9009539195322717
V1507192,2016-03,特色商品,725.0,0.08575761231881485
V1507192,2016-03,食品饮料,7729.06,0.914242387681185
V1507263,2016-07,服务类,75073.13,1.0
V1507263,2017-06,服务类,141456.68,1.0
V1507272,2016-06,服务类,81127.29,1.0
V1507272,2016-07,服务类,119445.31,1.0
V1507276,2016-07,服务类,40595.0,1.0
V1507295,2016-02,五金电气,5820.0,0.46030683959018454
V1507295,2016-02,服务类,4883.0,0.3861990202266102
V1507295,2016-02,食品饮料,1940.74,0.15349414018320529
V1507295,2017-03,装饰,22800.0,1.0
V1507301,2016-06,服务用品,3250.0,0.5718206770356816
V1507301,2016-06,食品饮料,2433.6,0.4281793229643183
V1507301,2016-10,服务用品,11444.01,0.9776717865389987
V1507301,2016-10,食品饮料,261.36,0.022328213461001233
V1507308,2016-04,服务用品,8465.0,1.0
V1507323,2016-04,服务类,70592.05,1.0
V1507348,2016-03,门锁系统,119200.0,1.0
V1507350,2016-05,建材,66935.0,1.0
V1507350,2017-05,建材,166650.0,1.0
V1508017,2016-04,家具,18681.624,1.0
V1508017,2016-11,家具,2740.0,1.0
V1508020,2016-12,服务用品,8280.0,1.0
V1508020,2018-01,服务用品,9798.0,1.0
V1508022,2016-03,VI,1090.0,0.06602167327993856
V1508022,2016-03,印刷,15419.73,0.9339783267200614
V1508022,2016-06,VI,2077.5,0.08685236978415461
V1508022,2016-06,办公,450.0,0.018812787678878257
V1508022,2016-06,印刷,21192.4,0.8859736035685768
V1508022,2016-06,服务类,200.0,0.008361238968390335
V1508036,2016-03,服务类,25242.7434,1.0
V1508044,2016-08,服务类,20301.2,1.0
V1508047,2016-04,服务类,22771.2,1.0
V1509003,2016-03,床垫,433818.0,1.0
V1509008,2016-10,食品饮料,10818.93,0.8907944333838881
V1509008,2016-10,餐具厨具,1326.33,0.10920556661611196
V1509008,2017-06,食品饮料,3857.0,0.9492985478710313
V1509008,2017-06,餐具厨具,206.0,0.05070145212896874
V1509013,2016-07,五金电气,18020.0,1.0
V1509018,2016-11,VI,345041.6,0.9910016411306282
V1509018,2016-11,装饰,3133.0,0.008998358869371862
V1509018,2016-12,VI,512061.84,0.9789456514482707
V1509018,2016-12,装饰,11013.0,0.021054348551729232
V1509018,2017-05,VI,312663.0,0.9796772040645592
V1509018,2017-05,装饰,6486.0,0.020322795935440813
V1509040,2016-04,棉织品,163339.6,1.0
V1509041,2016-05,运营电器,527226.0,1.0
V1509043,2016-11,棉织品,44270.8,0.39532514417078707
V1509043,2016-11,装饰,67714.9936,0.604674855829213
V1509043,2017-03,棉织品,2998.72,0.04140957604731544
V1509043,2017-03,装饰,69417.38,0.9585904239526846
V1509043,2017-06,棉织品,11354.86,0.07925828961713027
V1509043,2017-06,装饰,131909.145,0.9207417103828697
V1509043,2017-11,棉织品,14096.0,0.045015785543980134
V1509043,2017-11,装饰,299038.6,0.9549842144560199
V1509052,2016-03,VI,4620.0,0.13107498510511534
V1509052,2016-03,装饰,30627.0,0.8689250148948847
V1509055,2016-12,服务用品,39003.0,1.0
V1509061,2017-04,服务类,193130.95,1.0
V1509065,2016-04,门锁系统,36152.0,1.0
V1509065,2016-08,门锁系统,29954.0,1.0
V1510002,2016-02,食品饮料,6306.1,1.0
V1510007,2016-03,五金电气,1050.0,0.11310998599590649
V1510007,2016-03,办公,300.0,0.03231713885597329
V1510007,2016-03,印刷,2340.0,0.2520736830765916
V1510007,2016-03,服务用品,1523.0,0.1640633415921577
V1510007,2016-03,服务类,4070.0,0.4384358504793709
V1511008,2016-03,服务类,93678.0,1.0
V1511009,2017-04,服务用品,10088.8,1.0
V1511014,2016-04,服务类,88335.4,1.0
V1511015,2016-02,服务类,52706.6768,1.0
V1511015,2016-09,服务类,38605.2,1.0
V1511015,2016-11,服务类,150687.61,1.0
V1511015,2017-04,服务类,26727.5,1.0
V1511015,2017-06,服务类,108703.2,1.0
V1511015,2017-08,服务类,324952.9,1.0
V1511029,2017-05,服务类,8000.889999999999,1.0
V1512002,2016-07,食品饮料,75059.5,1.0
V1512005,2016-12,服务类,2272.23,1.0
V1512005,2017-10,服务类,1150.0,1.0
V1512008,2016-02,建材,2808.0,0.0924109787402093
V1512008,2016-02,服务类,27578.0,0.9075890212597907
V1512008,2016-05,服务类,102468.0,1.0
V1512008,2017-12,建材,650.0,0.1625
V1512008,2017-12,服务类,3350.0,0.8375
V1512008,2018-01,建材,1755.0,0.17788364078653962
V1512008,2018-01,服务类,8111.0,0.8221163592134604
V1512012,2016-11,工程电器,1948454.0,1.0
V1512019,2017-12,办公,2305.8,0.0016959701695190516
V1512019,2017-12,服务用品,1357270.0,0.9983040298304809
V1512020,2016-02,服务类,56490.0,1.0
V1512020,2016-08,服务类,42455.0,1.0
V1512023,2016-03,运营电器,4968.0,1.0
V1512035,2016-02,特色商品,478.0,0.018266305926231637
V1512035,2016-02,食品饮料,25690.4,0.9817336940737683
V1512035,2016-03,特色商品,463.0,0.007991632088042586
V1512035,2016-03,食品饮料,57472.6,0.9920083679119575
V1512036,2016-11,食品饮料,37290.0,1.0
V1512036,2016-12,食品饮料,50850.0,1.0
V1601002,2016-11,五金电气,113769.36,0.7494605790213361
V1601002,2016-11,服务用品,4675.0,0.030796764673060886
V1601002,2016-11,服务类,31686.3,0.20873487154224796
V1601002,2016-11,消防安防,1671.0,0.011007784763355025
V1601002,2018-03,五金电气,2613.0,0.27150872817955113
V1601002,2018-03,服务用品,4511.0,0.46872402327514545
V1601002,2018-03,服务类,2240.0,0.23275145469659186
V1601002,2018-03,运营电器,260.0,0.027015793848711556
V1601003,2017-02,服务类,16082.9,1.0
V1601005,2017-09,建材,13901.015,1.0
V1601005,2017-10,建材,296668.5,1.0
V1601012,2016-05,服务用品,168168.0,1.0
V1601013,2016-09,服务类,18787.2,1.0
V1601013,2017-07,服务类,1678.9,1.0
V1601013,2017-12,服务类,2245.4,1.0
V1601031,2016-09,建材,88900.0,1.0
V1601031,2016-10,建材,278293.6,1.0
V1601031,2016-11,建材,432260.75,1.0
V1601031,2017-05,建材,147500.0,1.0
V1601031,2017-10,建材,444998.0,1.0
V1601034,2016-06,办公,1929.0,0.9052088221492257
V1601034,2016-06,服务类,202.0,0.09479117785077429
V1601034,2016-08,办公,120.0,0.007155635062611807
V1601034,2016-08,服务类,16650.0,0.9928443649373881
V1601034,2016-12,办公,584.0,0.027620128641695045
V1601034,2016-12,服务类,20560.0,0.972379871358305
V1602003,2016-03,服务用品,3864.0,0.09100651224136509
V1602003,2016-03,特色商品,21354.5,0.5029499393525443
V1602003,2016-03,食品饮料,17240.0,0.40604354840609064
V1602008,2016-03,食品饮料,1113.4,1.0
V1602008,2016-04,食品饮料,2606.8,1.0
V1602010,2016-12,服务类,16020.0,0.6929665195951207
V1602010,2016-12,消防安防,7098.0,0.3070334804048793
V1602010,2017-05,消防安防,3168.0,1.0
V1602012,2016-10,服务类,69780.0,1.0
V1602012,2017-08,服务类,112669.2,1.0
V1602012,2017-09,服务类,133433.8,1.0
V1603002,2016-08,建材,550.0,0.01747852286778705
V1603002,2016-08,服务类,30917.19,0.9825214771322129
V1603002,2016-09,服务类,63862.5,1.0
V1603005,2016-11,工程电器,253000.0,1.0
V1603008,2016-12,VI,16855.5,1.0
V1603019,2017-07,服务类,44643.85,1.0
V1603023,2017-01,服务类,70660.0,1.0
V1603036,2016-07,服务类,33401.4,1.0
V1603036,2016-08,服务类,598996.0,1.0
V1604005,2016-08,装饰,69017.29,1.0
V1604005,2016-09,装饰,146563.352,1.0
V1604005,2016-10,装饰,254321.2164,1.0
V1604005,2017-04,装饰,580568.0666,1.0
V1604007,2016-12,服务类,9530.0,1.0
