EmployeeID,Vendor,TxnDate,ExpenseType,Txn_Amt,count
152047744,强生XXXX出租,2017-02-25,HCP Taxi,191.0,2
152047744,易宝XXXX50,2017-02-13,HCP Meal - Lunch,307.0,2
152047744,易宝XXXX50,2017-03-18,HCP Meal - Dinner,-218.0,2
152047744,易宝XXXX50,2017-03-18,HCP Meal - Dinner,218.0,2
152047844,中国XXXX铁路,2017-01-07,HCP Train,99.5,2
152047844,中国XXXX铁路,2017-01-08,HCP Train,99.5,2
152050204,中国XXXX铁路,2017-04-07,HCP Train,50.5,2
152050204,中国XXXX铁路,2017-04-08,HCP Train,25.0,2
152050204,中国XXXX铁路,2017-04-09,HCP Train,25.0,2
152050204,中国XXXX铁路,2017-04-09,HCP Train,50.5,2
152050770,铁道XXXX道部,2017-04-08,HCP Train,54.5,2
200000245,中国XXXX铁路,2016-10-28,HCP Train,264.5,2
200000245,高铁XXXX高铁,2016-10-14,HCP Train,504.0,2
200000258,中国XXXX铁路,2016-12-15,HCP Train,133.5,2
200000258,中国XXXX铁路,2016-12-16,HCP Train,133.5,2
200000290,中国XXXX铁路,2016-10-28,HCP Train,369.0,2
200000104,支付XXXX光（,2016-11-07,HCP Train,883.5,2
200000127,中国XXXX铁路,2016-11-13,HCP Train,288.0,2
200000127,中国XXXX铁路,2017-03-04,HCP Train,288.0,2
152051004,铁道XXXX票务,2017-03-15,HCP Train,514.0,2
152052217,北京XXXX公司,2017-03-24,HCP Car Service,250.0,2
152052217,北京XXXX公司,2017-03-26,HCP Car Service,250.0,2
152052763,南京XXXX公司,2017-03-15,HCP Meal - Lunch,108.0,2
152052763,苏州XXXX饮店,2017-03-01,HCP Meal - Lunch,193.0,2
152052763,高新XXXX餐厅,2017-03-08,HCP Meal - Dinner,289.0,2
200000127,乐行XXXX公司,2017-03-18,HCP Car Service,50.0,2
200000127,神州XXXX专车,2017-02-25,HCP Car Service,50.0,2
152052857,中国XXXX铁路,2017-04-08,HCP Train,209.0,2
152052857,中国XXXX铁路,2017-04-08,HCP Train,229.5,2
152052857,中国XXXX铁路,2017-04-08,HCP Train,254.5,2
152052857,中国XXXX铁路,2017-04-09,HCP Train,-254.5,2
152052857,中国XXXX铁路,2017-04-09,HCP Train,-204.5,2
152052857,中国XXXX铁路,2017-04-07,HCP Train,-254.5,2
152052857,中国XXXX铁路,2017-04-07,HCP Train,-204.5,2
152051004,铁道XXXX票务,2017-03-15,HCP Train,469.0,2
152053353,渝中XXXX火锅,2017-03-21,HCP Meal - Dinner,306.0,2
152053353,渝中XXXX餐馆,2017-03-23,HCP Meal - Dinner,139.0,2
152053353,邓晓XXXX碑店,2017-03-26,HCP Meal - Lunch,311.0,2
152053353,重庆XXXX公司,2017-03-16,HCP Meal - Dinner,148.0,2
152053353,重庆XXXX公司,2017-03-27,HCP Meal - Lunch,119.0,2
200000001,的士XXXX的士,2016-12-02,HCP Taxi,186.0,2
200000005,中国XXXX铁路,2016-10-29,HCP Train,727.5,2
152052857,中国XXXX铁路,2017-04-08,HCP Train,-209.0,2
152019596,上海XXXX公司,2016-10-29,HCP Car Service,300.0,2
152019911,支付XXXX路总,2016-09-21,HCP Train,185.0,2
152020081,哈尔XXXX路局,2016-11-05,HCP Train,202.0,2
152019068,中国XXXX铁路,2016-11-05,HCP Train,234.0,2
152019101,中国XXXX铁路,2016-10-13,HCP Train,243.5,2
152019219,中国XXXX铁路,2016-11-26,HCP Train,314.0,2
152019226,中国XXXX铁路,2016-09-17,HCP Train,141.5,2
152019226,北京XXXX汽车,2016-12-03,HCP Taxi,200.0,2
200000428,支付XXXX车（,2016-11-10,HCP Car Service,250.0,2
200000428,神州XXXX (,2016-11-14,HCP Car Service,250.0,2
200000451,中国XXXX路局,2016-09-22,HCP Train,104.5,2
200000451,中国XXXX路局,2016-09-23,HCP Train,126.5,2
200000385,莆田XXXX中心,2017-03-12,HCP Taxi,500.0,2
200000385,莆田XXXX中心,2017-03-15,HCP Taxi,500.0,2
200000385,莆田XXXX中心,2017-04-15,HCP Taxi,500.0,2
200000385,莆田XXXX中心,2017-04-16,HCP Taxi,500.0,2
200000021,中国XXXX铁路,2016-10-18,HCP Train,560.5,2
200000077,湖南XXXX公司,2016-10-30,HCP Taxi,300.0,2
200000084,中国XXXX铁路,2017-04-15,HCP Train,50.5,2
200000084,中国XXXX铁路,2017-04-15,HCP Train,198.0,2
200000416,中国XXXX动车,2017-03-05,HCP Train,159.0,2
200000428,支付XXXX路总,2016-11-06,HCP Train,515.5,2
200000428,支付XXXX路总,2016-11-06,HCP Train,1031.0,2
200000428,支付XXXX路总,2016-11-06,HCP Train,2577.5,2
200000127,中国XXXX铁路,2017-03-25,HCP Train,86.5,2
200000084,中国XXXX铁路,2017-04-18,HCP Train,50.5,2
200000084,中国XXXX铁路,2017-04-18,HCP Train,198.0,2
200000084,浙江XXXX租车,2017-04-17,HCP Taxi,11.0,2
200000094,中国XXXX铁路,2016-09-25,HCP Train,131.0,2
200000102,上海XXXX餐饮,2016-12-16,HCP Meal - Lunch,32.0,2
200000005,潜江XXXX公司,2016-10-29,HCP Car Service,600.0,2
200000021,中国XXXX铁路,2016-10-16,HCP Train,336.5,2
200000353,出租XXXX租车,2016-12-08,HCP Taxi,400.0,2
200000353,出租XXXX租车,2016-12-09,HCP Taxi,400.0,2
200000353,出租XXXX租车,2016-12-16,HCP Taxi,300.0,2
200000490,中国XXXX铁路,2016-11-09,HCP Train,239.0,2
200000496,神州XXXX专车,2016-11-18,HCP Car Service,250.0,2
200000496,神州XXXX专车,2016-11-19,HCP Car Service,250.0,2
200000484,中国XXXX公司,2016-12-17,HCP Train,160.5,2
200000484,驻马XXXX公司,2016-12-17,HCP Taxi,5.0,2
200000353,出租XXXX租车,2016-12-17,HCP Taxi,300.0,2
200000354,西安XXXX公司,2017-04-10,HCP Taxi,160.0,2
200000381,中国XXXX铁路,2016-11-09,HCP Train,239.0,2
200000385,莆田XXXX中心,2016-10-22,HCP Taxi,200.0,2
200000385,莆田XXXX中心,2016-11-25,HCP Taxi,500.0,2
200000296,神州XXXX公司,2016-10-16,HCP Car Service,300.0,2
200000335,福建XXXX公司,2016-11-27,HCP Car Service,800.0,2
200000335,福建XXXX公司,2016-11-27,HCP Car Service,1200.0,2
152020616,上海XXXX公司,2017-03-26,HCP Car Service,800.0,2
152020508,支付XXXX路总,2017-04-17,HCP Train,748.5,2
152020556,中国XXXX铁路,2016-12-10,HCP Train,139.5,2
152020556,支付XXXX路总,2016-10-13,HCP Train,309.0,2
152020556,支付XXXX路总,2016-12-06,HCP Train,739.0,2
200000385,莆田XXXX公司,2016-11-19,HCP Taxi,200.0,2
200000394,支付XXXX路总,2016-11-23,HCP Train,738.5,2
200000401,铁道XXXX道部,2017-04-08,HCP Train,229.5,2
152019017,支付XXXX路总,2017-03-25,HCP Train,121.5,2
152019050,中国XXXX高铁,2017-04-15,HCP Train,383.5,2
152019067,中国XXXX铁路,2017-04-08,HCP Train,264.5,2
152019067,神州XXXX优车,2017-04-07,HCP Car Service,280.0,2
152019068,上海XXXX公司,2016-10-25,HCP Car Service,600.0,2
152019068,上海XXXX公司,2016-10-29,HCP Car Service,4500.0,2
152019068,上海XXXX公司,2016-11-19,HCP Taxi,77.0,2
152020616,上海XXXX公司,2017-03-03,HCP Car Service,600.0,2
200000725,山西XXXX运输,2017-04-25,HCP Car Service,100.0,2
200000725,山西XXXX运输,2017-05-05,HCP Car Service,100.0,2
200000638,出租XXXX租车,2016-12-04,HCP Taxi,230.0,2
200000638,微信XXXX拉扎,2016-12-22,HCP Small Talk / Group Meetings,141.0,2
152018993,中国XXXX铁路,2017-04-16,HCP Train,634.0,2
152018993,济南XXXX公司,2017-04-16,HCP Car Service,240.0,2
152018722,神州XXXX专车,2016-11-11,HCP Taxi,51.0,2
152018737,成都XXXX公司,2016-12-15,HCP Car Service,300.0,2
200000451,滴滴XXXX公司,2016-12-05,HCP Car Service,600.0,2
200000451,神州XXXX公司,2016-10-21,HCP Car Service,500.0,2
200000451,神州XXXX公司,2016-10-24,HCP Car Service,600.0,2
200000451,西安XXXX古今,2016-10-28,HCP Meal - Lunch,133.0,2
200000721,北京XXXX汽车,2016-10-29,HCP Taxi,250.0,2
200000722,中国XXXX铁路,2016-11-10,HCP Train,429.0,2
200000722,宿州XXXX公司,2016-11-10,HCP Taxi,200.0,2
200000725,山西XXXX运输,2017-04-24,HCP Car Service,100.0,2
200000467,上海XXXX租赁,2016-12-21,HCP Car Service,1000.0,2
200000473,神州XXXX专车,2017-04-19,HCP Car Service,50.0,2
200000473,神州XXXX专车,2017-04-26,HCP Car Service,50.0,2
200000484,中国XXXX公司,2016-12-02,HCP Train,385.0,2
200000451,中国XXXX路局,2016-10-13,HCP Train,395.5,2
200000451,中国XXXX路局,2016-10-15,HCP Train,324.5,2
200000451,国际XXXX机场,2016-10-29,HCP Meal - Dinner,298.0,2
200000451,滴滴XXXX公司,2016-11-23,HCP Car Service,500.0,2
200000486,中国XXXX道部,2017-02-17,HCP Train,469.0,2
200000486,支付XXXX路总,2016-10-10,HCP Train,314.5,2
200000486,支付XXXX路总,2016-12-07,HCP Train,229.0,2
200000486,支付XXXX路总,2017-02-24,HCP Train,229.0,2
200000451,重庆XXXX经营,2016-10-21,HCP Meal - Dinner,617.0,2
200000451,饮食XXXX公司,2016-10-27,HCP Meal - Dinner,132.0,2
200000456,天津XXXX行业,2016-10-30,HCP Taxi,150.0,2
200000456,天津XXXX行业,2016-11-11,HCP Taxi,150.0,2
200000597,沈阳XXXX公司,2017-04-07,HCP Car Service,300.0,2
200000597,沈阳XXXX租赁,2017-02-19,HCP Car Service,600.0,2
200000638,出租XXXX租车,2016-12-01,HCP Taxi,225.0,2
200000496,重庆XXXX公司,2016-11-12,HCP Car Service,250.0,2
200000504,上海XXXX货有,2017-04-10,Gifts,480.0,2
200000514,广州XXXX公司,2016-11-18,HCP Taxi,350.0,2
200000514,广州XXXX公司,2016-11-19,HCP Taxi,355.0,2
200000528,TrXXXXin,2016-11-13,HCP Train,738.5,2
152019596,上海XXXX公司,2016-10-27,HCP Car Service,300.0,2
200000651,铁道XXXX票务,2017-03-10,HCP Car Service,246.5,2
200000679,中国XXXX铁路,2017-04-22,HCP Train,654.5,2
200000721,北京XXXX汽车,2016-10-28,HCP Taxi,250.0,2
200000556,佳音XXXX音达,2017-04-18,HCP Car Service,300.0,2
200000558,中国XXXX公司,2017-04-09,HCP Train,520.5,2
200000581,动车XXXX车票,2016-11-26,HCP Train,39.5,2
200000597,南京XXXX租赁,2017-02-19,HCP Car Service,700.0,2
152020081,哈铁XXXX路局,2016-11-06,HCP Train,204.0,2
152020081,哈铁XXXX铁路,2016-12-16,HCP Train,136.0,2
152020081,哈铁XXXX铁路,2016-12-18,HCP Train,197.0,2
152020081,客运XXXX客运,2016-11-25,HCP Car Service,122.0,2
152020081,客运XXXX客运,2016-12-15,HCP Car Service,146.0,2
152019431,高铁XXXX高铁,2016-10-25,HCP Train,139.5,2
152019529,上海XXXX公司,2016-10-18,HCP Taxi,12.0,2
152019529,支付XXXX路总,2016-10-18,HCP Train,99.5,2
152018813,兰州XXXX租车,2016-11-25,HCP Taxi,180.0,2
152018813,兰州XXXX租车,2016-12-09,HCP Taxi,400.0,2
152018813,兰州XXXX租车,2016-12-11,HCP Taxi,400.0,2
152018143,车站XXXX车站,2016-12-09,HCP Train,120.5,2
152018368,中国XXXX铁路,2017-02-25,HCP Train,352.5,2
152018441,重庆XXXX公司,2017-04-10,HCP Car Service,400.0,2
152018710,中国XXXX铁路,2016-10-13,HCP Train,226.0,2
152018710,中国XXXX铁路,2016-10-15,HCP Train,226.0,2
200001062,中国XXXX铁路,2016-12-15,HCP Train,313.0,2
200001067,广州XXXX公司,2017-04-14,HCP Taxi,351.0,2
200001081,广东XXXX(医,2016-12-26,HCP Sponsored Registration Fee,1050.0,2
200001083,台州XXXX出租,2016-12-02,HCP Taxi,100.0,2
200001083,台州XXXX出租,2016-12-03,HCP Taxi,100.0,2
200001086,的士XXXX的士,2016-12-10,HCP Taxi,200.0,2
200001086,的士XXXX的士,2016-12-10,HCP Taxi,450.0,2
200001043,火车XXXX车票,2017-03-25,HCP Train,251.0,2
200000785,中国XXXX公司,2016-10-27,HCP Train,382.0,2
200000785,中国XXXX公司,2016-10-29,HCP Train,382.0,2
200000725,山西XXXX运输,2017-05-06,HCP Car Service,100.0,2
200000752,中国XXXX公司,2016-11-02,HCP Train,359.0,2
200000752,北京XXXX租车,2016-09-19,HCP Taxi,13.0,2
200000759,宇祺XXXX公司,2017-01-09,HCP Car Service,400.0,2
200000766,中国XXXX铁路,2017-03-09,HCP Train,653.5,2
200000766,中国XXXX铁路,2017-04-07,HCP Train,94.5,2
200000844,广州XXXX客运,2016-12-16,HCP Car Service,200.0,2
200000785,中国XXXX公司,2017-02-18,HCP Train,520.5,2
200000785,中国XXXX公司,2017-03-09,HCP Train,749.5,2
200000785,中国XXXX司资,2017-02-16,HCP Train,520.5,2
200000785,郑州XXXX公司,2016-10-29,HCP Taxi,180.0,2
200000810,中铁XXXX集团,2016-12-10,HCP Train,73.0,2
200000830,高铁XXXX高铁,2016-11-19,HCP Train,55.0,2
200000766,支付XXXX路总,2017-03-22,HCP Train,229.5,2
200000530,易到XXXX易到,2017-01-17,HCP Car Service,300.0,2
200000530,易到XXXX易到,2017-02-06,HCP Car Service,300.0,2
200000836,中国XXXX铁路,2016-11-18,HCP Train,254.5,2
200000836,中国XXXX铁路,2016-11-19,HCP Train,254.5,2
200000836,中国XXXX铁路,2016-12-16,HCP Train,254.5,2
200000836,中国XXXX铁路,2017-04-08,HCP Train,254.5,2
200000843,九龙XXXX餐馆,2016-11-26,HCP Meal - Dinner,160.0,2
200000844,中国XXXX铁路,2016-09-25,HCP Train,504.0,2
200001062,中国XXXX中心,2016-10-14,HCP Train,178.0,2
200001062,中国XXXX铁路,2016-12-03,HCP Train,264.5,2
200001062,中国XXXX铁路,2016-12-13,HCP Train,425.5,2
200000995,中国XXXX路局,2017-04-14,HCP Train,229.5,2
200001036,北京XXXX租车,2016-12-18,HCP Taxi,300.0,2
200001036,高铁XXXX高铁,2016-12-18,HCP Train,314.5,2
200001043,火车XXXX车票,2017-03-25,HCP Train,189.0,2
200001043,火车XXXX车票,2017-03-25,HCP Train,217.0,2
152019007,支付XXXX度信,2016-12-27,HCP Meal - Dinner,156.0,2
152019017,支付XXXX路总,2017-03-23,HCP Train,163.5,2
152019017,支付XXXX路总,2017-03-24,HCP Train,102.5,2
152019017,支付XXXX路总,2017-03-24,HCP Train,121.5,2
152018813,神州XXXX公司,2016-11-25,HCP Taxi,200.0,2
152018993,中国XXXX铁路,2017-04-15,HCP Train,646.0,2
152018993,中国XXXX铁路,2017-04-15,HCP Train,673.5,2
200001061,武汉XXXX车租,2017-01-10,HCP Car Service,400.0,2
152017090,高铁XXXX高铁,2016-11-20,HCP Train,304.5,2
152017090,高铁XXXX高铁,2016-12-24,HCP Train,300.5,2
152017090,高铁XXXX高铁,2016-12-25,HCP Train,300.5,2
152017191,支付XXXX路总,2017-04-02,HCP Train,738.5,2
152017305,辽宁XXXX公司,2016-10-27,HCP Taxi,152.0,2
152017387,支付XXXX路总,2016-10-27,HCP Train,264.5,2
152019003,中国XXXX铁路,2016-12-03,HCP Train,84.5,2
152019003,杭州XXXX服务,2016-12-05,HCP Car Service,600.0,2
200001061,武汉XXXX路局,2016-10-28,HCP Train,148.0,2
152017774,重庆XXXX公司,2017-04-18,HCP Taxi,200.0,2
152017900,沈阳XXXX路局,2016-11-18,HCP Train,97.5,2
152017900,沈阳XXXX路局,2016-11-18,HCP Train,138.5,2
152017391,出租XXXX租车,2016-10-22,HCP Taxi,100.0,2
152017522,铁道XXXX票务,2016-12-13,HCP Train,687.0,2
152017532,神州XXXX建）,2016-12-01,HCP Car Service,90.0,2
152017090,高铁XXXX高铁,2016-11-05,HCP Train,172.0,2
200001106,长治XXXX务汽,2016-12-01,HCP Car Service,750.0,2
200001112,沈阳XXXX汽车,2016-10-16,HCP Taxi,150.0,2
200001112,铁路XXXX铁路,2016-10-15,HCP Train,147.0,2
200001112,铁路XXXX铁路,2016-10-16,HCP Train,45.0,2
200001282,出租XXXX租车,2017-02-26,HCP Taxi,150.0,2
200001282,微信XXXX携程,2017-02-21,HCP Train,65.5,2
200001282,支付XXXX路总,2016-11-21,HCP Train,100.5,2
200001282,支付XXXX路总,2016-12-10,HCP Train,65.5,2
200001148,微信XXXX:苏,2016-10-25,HCP Train,459.0,2
200001148,支付XXXX路总,2017-03-21,HCP Train,229.5,2
200001148,支付XXXX路总,2017-04-11,HCP Train,416.5,2
200001157,成都XXXX宾馆,2016-11-15,HCP Meal - Lunch,176.0,2
200001157,成都XXXX方阁,2016-11-18,HCP Meal - Lunch,216.0,2
200001157,成都XXXX院坝,2016-11-21,HCP Meal - Lunch,115.0,2
200001157,星图XXXX食店,2016-11-10,HCP Meal - Dinner,110.0,2
200001091,支付XXXX路总,2017-05-03,HCP Train,117.0,2
200001215,济南XXXX公司,2016-10-20,HCP Car Service,150.0,2
200001163,神州XXXX建）,2017-03-30,HCP Car Service,400.0,2
200001164,中国XXXX司资,2016-10-12,HCP Train,877.5,2
200001196,支付XXXX网购,2016-11-11,HCP Car Service,400.0,2
200001196,神州XXXX公司,2016-11-05,HCP Car Service,400.0,2
200001196,神州XXXX公司,2017-02-18,HCP Car Service,400.0,2
200001196,神州XXXX公司,2017-04-23,HCP Car Service,300.0,2
200001215,中国XXXX高铁,2016-10-10,HCP Train,264.5,2
200001043,火车XXXX车票,2017-03-25,HCP Train,223.0,2
200000859,揭阳XXXX公司,2016-11-04,HCP Car Service,500.0,2
200000876,成都XXXX柒零,2016-10-26,HCP Meal - Dinner,750.0,2
200000884,重庆XXXX公司,2016-10-23,HCP Car Service,400.0,2
200001215,中国XXXX高铁,2016-11-18,HCP Train,212.5,2
200001215,中国XXXX高铁,2016-11-18,HCP Train,268.5,2
200001215,泰安XXXX公司,2016-10-10,HCP Car Service,150.0,2
200001215,泰安XXXX公司,2016-10-12,HCP Car Service,150.0,2
152016236,支付XXXX路总,2016-11-30,HCP Train,124.5,2
152016299,支付XXXX路总,2017-02-13,HCP Train,229.5,2
152016480,铁道XXXX票务,2016-12-14,HCP Train,748.5,2
152016512,昆明XXXX白云,2017-01-17,HCP Meal - Dinner,145.0,2
152016002,支付XXXX程西,2017-03-16,HCP Train,239.0,2
152016050,铁道XXXX道部,2017-04-15,HCP Train,117.0,2
152016076,重庆XXXX公司,2016-10-22,HCP Car Service,200.0,2
152016076,铁道XXXX票务,2016-12-06,HCP Train,38.0,2
200001321,中国XXXX铁路,2016-09-23,HCP Train,129.5,2
200001321,中国XXXX铁路,2016-09-24,HCP Train,79.5,2
200001321,中国XXXX铁路,2016-11-04,HCP Train,44.5,2
200001321,黄河XXXX运局,2016-09-23,HCP Car Service,100.0,2
200001321,黄河XXXX运局,2016-09-24,HCP Car Service,100.0,2
200001300,北京XXXX汽车,2016-11-17,HCP Taxi,252.0,2
200001300,北京XXXX汽车,2016-11-19,HCP Taxi,254.0,2
200001300,北京XXXX汽车,2016-12-02,HCP Taxi,202.0,2
200001259,支付XXXX路总,2017-02-07,HCP Train,748.5,2
200001215,济南XXXX租赁,2016-11-11,HCP Car Service,150.0,2
200001223,中国XXXX铁路,2016-11-20,HCP Train,84.5,2
200001223,福州XXXX出租,2016-11-19,HCP Taxi,220.0,2
200001223,福州XXXX出租,2016-12-09,HCP Taxi,220.0,2
200001223,福州XXXX出租,2016-12-10,HCP Taxi,200.0,2
200001236,中国XXXX公司,2016-11-09,HCP Train,314.5,2
200001300,北京XXXX汽车,2016-12-04,HCP Taxi,203.0,2
200001264,北京XXXX汽车,2016-10-21,HCP Taxi,300.0,2
200001264,北京XXXX汽车,2016-11-19,HCP Taxi,250.0,2
200001267,支付XXXX程西,2016-12-22,HCP Train,264.5,2
200001267,支付XXXX路总,2016-09-18,HCP Train,369.0,2
200001267,支付XXXX路总,2016-10-09,HCP Train,472.0,2
200001267,支付XXXX路总,2016-12-14,HCP Train,545.0,2
200001241,中国XXXX高铁,2016-11-15,HCP Train,933.0,2
200001248,中国XXXX铁路,2017-02-10,HCP Train,748.5,2
200001295,中国XXXX铁路,2017-03-09,HCP Train,289.5,2
200001295,中国XXXX铁路,2017-03-10,HCP Train,289.5,2
200001296,支付XXXX路总,2016-11-01,HCP Train,298.5,2
200001296,支付XXXX路总,2016-12-03,HCP Train,120.0,2
200001392,铁道XXXX道部,2017-03-04,HCP Train,120.0,2
200001393,中国XXXX铁路,2016-12-09,HCP Train,44.5,2
200001393,中国XXXX铁路,2016-12-09,HCP Train,134.5,2
200001393,中国XXXX铁路,2016-12-10,HCP Train,57.0,2
200001300,北京XXXX汽车,2016-12-03,HCP Taxi,207.0,2
200001298,中国XXXX铁路,2016-12-17,HCP Train,99.5,2
200001300,北京XXXX汽车,2016-08-23,HCP Taxi,302.0,2
200001300,北京XXXX汽车,2016-09-23,HCP Taxi,200.0,2
200001300,北京XXXX汽车,2016-10-20,HCP Taxi,201.0,2
200001300,北京XXXX汽车,2016-10-22,HCP Taxi,151.0,2
200001294,中国XXXX铁路,2016-10-27,HCP Train,178.5,2
200001295,中国XXXX铁路,2016-10-29,HCP Train,226.0,2
152018143,车站XXXX车站,2016-12-03,HCP Train,65.5,2
152018143,车站XXXX车站,2016-12-03,HCP Train,78.5,2
152018143,车站XXXX车站,2016-12-08,HCP Train,169.5,2
152017532,铁道XXXX票务,2016-11-28,HCP Train,246.5,2
152017774,重庆XXXX公司,2017-04-15,HCP Taxi,200.0,2
200001300,北京XXXX汽车,2016-12-02,HCP Taxi,203.0,2
200001300,北京XXXX汽车,2016-12-02,HCP Taxi,204.0,2
200001300,北京XXXX汽车,2016-12-02,HCP Taxi,207.0,2
152016089,宜昌XXXX聚财,2017-03-12,HCP Meal - Lunch,299.0,2
152015022,中国XXXX总局,2017-05-07,HCP Train,92.0,2
152015313,中国XXXX铁路,2016-12-02,HCP Train,322.5,2
152015906,中国XXXX铁路,2017-04-15,HCP Train,93.0,2
152015906,梧州XXXX公司,2016-11-25,HCP Taxi,40.0,2
152015991,中国XXXX铁路,2017-04-07,HCP Train,457.0,2
152017916,上海XXXX市有,2016-12-04,HCP Meal - Lunch,1069.0,2
152017939,重庆XXXX务局,2016-10-21,HCP Taxi,100.0,2
200001392,铁道XXXX道部,2016-11-26,HCP Train,172.5,2
200001392,铁道XXXX道部,2016-11-28,HCP Train,172.5,2
200001356,中国XXXX铁路,2016-11-19,HCP Train,173.5,2
200001356,沈阳XXXX租车,2016-11-18,HCP Car Service,8.0,2
200001369,易到XXXX公司,2016-11-15,HCP Car Service,300.0,2
200001373,易到XXXX公司,2016-10-27,HCP Car Service,400.0,2
200001322,项师XXXX车队,2016-10-29,HCP Car Service,1500.0,2
200001322,龙骧XXXX交通,2017-04-17,HCP Car Service,300.0,2
152016692,铁道XXXX票务,2016-11-10,HCP Train,715.5,2
152016764,山东XXXX公司,2016-11-07,HCP Car Service,1200.0,2
152016764,铁道XXXX票务,2017-03-29,HCP Train,767.0,2
152016911,中国XXXX铁路,2016-09-21,HCP Train,141.5,2
152016911,中国XXXX铁路,2016-09-23,HCP Train,101.5,2
152017090,鑫新XXXX公司,2016-12-25,HCP Car Service,300.0,2
152016227,支付XXXX路总,2016-12-15,HCP Train,164.5,2
200001392,杭州XXXX租车,2016-11-18,HCP Taxi,74.0,2
152014163,中国XXXX铁路,2017-02-26,HCP Train,206.5,2
152014163,北京XXXX租车,2017-02-26,HCP Taxi,292.0,2
152014163,北京XXXX租车,2017-02-26,HCP Taxi,294.0,2
152014163,北京XXXX租车,2017-02-26,HCP Taxi,298.0,2
152013454,中国XXXX铁路,2016-12-17,HCP Train,319.0,2
152013454,中国XXXX铁路,2016-12-18,HCP Train,140.0,2
152013576,中国XXXX铁路,2016-10-21,HCP Train,177.0,2
152013576,中国XXXX铁路,2016-10-22,HCP Train,177.0,2
200001393,支付XXXX路总,2016-12-06,HCP Train,68.5,2
200001394,支付XXXX路总,2016-12-13,HCP Train,504.0,2
200001394,湖南XXXX集团,2016-12-16,HCP Taxi,400.0,2
200001373,易到XXXX公司,2016-10-30,HCP Car Service,400.0,2
200001388,中国XXXX铁路,2017-04-22,HCP Train,329.5,2
152014163,北京XXXX租车,2017-03-29,HCP Taxi,301.0,2
152014163,北京XXXX租车,2017-03-29,HCP Taxi,304.0,2
152014163,中国XXXX铁路,2017-02-26,HCP Train,128.5,2
200001444,中国XXXX公司,2016-12-03,HCP Train,65.5,2
200001446,姑苏XXXX饮店,2016-12-24,HCP Meal - Lunch,188.0,2
200001446,泰州XXXX酒店,2016-12-12,HCP Small Talk / Group Meetings,2311.0,2
200001454,支付XXXX车（,2016-12-24,HCP Car Service,300.0,2
200001639,广州XXXX公司,2016-10-30,HCP Taxi,300.0,2
200001639,广州XXXX公司,2016-11-06,HCP Taxi,200.0,2
200001640,出租XXXX租车,2016-10-27,HCP Taxi,150.0,2
200001644,中国XXXX铁路,2016-12-10,HCP Train,199.0,2
200001481,中国XXXX铁路,2017-04-15,HCP Train,544.0,2
200001483,中国XXXX铁路,2017-03-04,HCP Train,130.5,2
200001489,支付XXXX路总,2017-04-26,HCP Train,41.0,2
200001489,支付XXXX路总,2017-04-27,HCP Train,41.0,2
200001394,湖南XXXX集团,2016-12-17,HCP Taxi,400.0,2
200001400,上海XXXX程林,2017-01-22,Meeting-Related Expense,200.0,2
200001424,（特XXXX华程,2017-02-21,HCP Train,245.0,2
200001444,中国XXXX公司,2016-12-02,HCP Train,86.0,2
200001555,北京XXXX出租,2017-04-15,HCP Taxi,203.0,2
200001558,火车XXXX火车,2016-12-18,HCP Train,120.0,2
200001538,中国XXXX铁路,2016-11-06,HCP Train,113.5,2
200001538,中国XXXX铁路,2016-11-18,HCP Train,119.5,2
200001538,山东XXXX客运,2016-11-06,HCP Car Service,68.0,2
200001547,上海XXXX公司,2016-11-19,HCP Taxi,14.0,2
200001477,铁道XXXX票务,2016-12-06,HCP Train,450.0,2
200001481,中国XXXX铁路,2016-10-23,HCP Train,177.0,2
200001322,龙骧XXXX集团,2016-12-17,HCP Car Service,200.0,2
200001322,龙骧XXXX集团,2016-12-18,HCP Car Service,200.0,2
200001330,支付XXXX路总,2016-12-08,HCP Train,139.5,2
200001547,天津XXXX发票,2016-11-18,HCP Taxi,200.0,2
200001547,高铁XXXX高铁,2016-11-18,HCP Train,868.5,2
200001547,高铁XXXX高铁,2016-11-20,HCP Train,868.5,2
200001547,高铁XXXX高铁,2016-12-23,HCP Train,278.0,2
200001548,中国XXXX铁路,2016-10-20,HCP Train,803.5,2
200001691,支付XXXX路总,2016-11-22,HCP Train,174.5,2
200001691,支付XXXX路总,2016-12-07,HCP Train,291.0,2
152012459,中国XXXX铁路,2016-09-28,HCP Train,382.0,2
152012459,乐行XXXX公司,2016-12-29,HCP Car Service,64.5,2
152012459,易到XXXX易到,2017-03-25,HCP Car Service,150.0,2
152011947,淮南XXXX公司,2016-11-18,HCP Taxi,80.0,2
152012163,出租XXXX租车,2017-02-19,HCP Taxi,30.0,2
152012163,铁道XXXX道部,2016-12-18,HCP Train,117.0,2
200001576,火车XXXX火车,2016-12-02,HCP Train,121.0,2
200001576,火车XXXX火车,2016-12-03,HCP Train,121.0,2
200001780,中国XXXX铁路,2016-11-18,HCP Train,300.5,2
200001780,中国XXXX铁路,2016-11-19,HCP Train,300.0,2
200001787,武汉XXXX公司,2016-10-24,HCP Car Service,500.0,2
200001787,武汉XXXX公司,2016-12-12,HCP Car Service,550.0,2
200001787,武汉XXXX公司,2016-12-12,HCP Car Service,850.0,2
